model,class,categories,caption,image_url,question_1,question_2
kv_with_emb_without_multires,n02089973,['attribute'],a dogs left paw,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089973_69547.jpg,is there paw ?,are there a dogs ?
kv_with_emb_without_multires,n02951358,"['attribute', 'counting']",the boat has two outboard motors,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02951358_32947.jpg,are there two outboard motors ?,is there the boat ?
kv_with_emb_without_multires,n02089867,['attribute'],dogs tongue sticking out,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089867_23542.jpg,are there dogs ?,is there tongue ?
kv_with_emb_without_multires,n04461696,['attribute'],tires of truck painted,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n04461696_45102.jpg,are there tires ?,is there truck ?
kv_with_emb_without_multires,n02089078,['attribute'],the dog has dark brown ears,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089078_88586.jpg,is there the dog ?,are there dark brown ears ?
kv_with_emb_without_multires,n01537544,['attribute'],the ear lobes on the bird are red,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n01537544_38186.jpg,are there the ear lobes ?,is there the bird ?
kv_with_emb_without_multires,n02090721,['action'],dog is catching frisbee,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02090721_36203.jpg,is dog  catching frbee?,is there dog ?
kv_with_emb_without_multires,n03259280,['relation'],the oven is on a stand,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03259280_8935.jpg,is there the oven ?,is there a stand ?
kv_with_emb_without_multires,n02123159,['attribute'],it is the paw of a cat,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02123159_99303.jpg,is there a cat ?,is there the paw ?
kv_with_emb_without_multires,n03662601,['relation'],Large boat docked on water.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03662601_94829.jpg,is there large boat ?,is there water ?
kv_with_emb_without_multires,n03977966,"['attribute', 'relation']",large black tire mounted behind truck cab,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03977966_35683.jpg,is there truck cab ?,is there large black tire ?
textualinversion_ldm,n01580077,['attribute'],The birds beak has a sharp point.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01580077_96125.jpg,is there a sharp point ?,are there the birds beak ?
textualinversion_ldm,n02497673,"['attribute', 'action']",monkey feeding herself a piece if banana,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02497673_70448.jpg,is there monkey ?,is there a piece ?
textualinversion_ldm,n03854065,['relation'],these are keyboard beside the goggles,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03854065_8509.jpg,are there the goggles ?,is there keyboard ?
textualinversion_ldm,n02088466,['attribute'],this is the dogs fur,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02088466_85222.jpg,are there the dogs ?,is there fur ?
textualinversion_ldm,n02123045,"['relation', 'action']",cat is holding bottle.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02123045_46968.jpg,is cat  holding bottle.?,is there cat ?
textualinversion_ldm,n02088238,['attribute'],dog has a black nose,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02088238_84091.jpg,is there a black nose ?,is there dog ?
textualinversion_ldm,n02814533,"['attribute', 'relation']",red car has blue and white plate,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02814533_75479.jpg,is there red car ?,is there blue and white plate ?
textualinversion_ldm,n02088238,"['relation', 'action']",the dog is standing on the grass,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02088238_24657.jpg,is the dog  standing on the grass?,is there the grass ?
textualinversion_ldm,n02089078,"['attribute', 'action']",the dog is wearing a collar,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02089078_50902.jpg,is the dog  wearing a collar?,is there a collar ?
textualinversion_ldm,n01531178,['attribute'],the bird has yellow feathers,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01531178_81433.jpg,is there the bird ?,are there yellow feathers ?
textualinversion_ldm,n01532829,['attribute'],the bird has sharp beak,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01532829_37759.jpg,is there sharp beak ?,is there the bird ?
textualinversion_ldm,n02090622,"['attribute', 'relation']",tongue hanging out a dog's mouth,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02090622_85623.jpg,is there a dog's mouth ?,is there tongue ?
textualinversion_ldm,n01534433,"['attribute', 'counting']",the bird has two feet,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01534433_31075.jpg,are there two feet ?,is there the bird ?
textualinversion_ldm,n02123045,['attribute'],Chest of cat is white,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02123045_24766.jpg,is there chest ?,is there cat ?
textualinversion_ldm,n01532829,"['attribute', 'counting']",the bird has three toes,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01532829_43951.jpg,is there the bird ?,are there three toes ?
textualinversion_ldm,n02483708,['attribute'],young monkey has light brown nose,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02483708_54801.jpg,is there light brown nose ?,is there young monkey ?
textualinversion_ldm,n02088364,['attribute'],Tongue of dog is pink,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02088364_65248.jpg,is there dog ?,is there tongue ?
textualinversion_ldm,n01532829,"['attribute', 'action']",the bird has its mouth open,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01532829_37892.jpg,is there its mouth ?,is there the bird ?
textualinversion_ldm,n01530575,"['attribute', 'relation']",black bird leg slanted from body,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01530575_77760.jpg,is there body ?,is there black bird leg ?
textualinversion_ldm,n03930630,"['relation', 'action']",person seemingly trying to get into truck,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03930630_84308.jpg,is there truck ?,is there person ?
textualinversion_ldm,n02814533,['relation'],the seats are in the car,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02814533_15634.jpg,are there the seats ?,is there the car ?
textualinversion_ldm,n02090622,"['relation', 'action']",the dog is walking in the grass,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02090622_89072.jpg,is the dog  walking in the grass?,is there the grass ?
textualinversion_ldm,n01560419,['attribute'],the bird has very long legs,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01560419_71359.jpg,are there very long legs ?,is there the bird ?
textualinversion_ldm,n03417042,['attribute'],the truck has windows,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03417042_73985.jpg,is there the truck ?,are there windows ?
textualinversion_ldm,n01537544,['relation'],dead insect in birds beak,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01537544_49535.jpg,is there dead insect ?,are there birds ?
textualinversion_ldm,n03854065,['relation'],desk has keyboard on it,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03854065_25485.jpg,is there keyboard ?,is there desk ?
textualinversion_ldm,n01592084,['attribute'],the bird has black and white feathers,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01592084_82591.jpg,is there the bird ?,are there black and white feathers ?
textualinversion_ldm,n01560419,"['relation', 'action']",a bird walks along the wet sand,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01560419_11342.jpg,is there a bird ?,is there the wet sand ?
textualinversion_ldm,n01580077,"['attribute', 'counting']",the bird has 1 leg,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01580077_32679.jpg,is there the bird ?,is there 1 leg ?
textualinversion_ldm,n01537544,['attribute'],The bird has thick black feathers. ,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01537544_96232.jpg,is there the bird ?,are there thick black feathers ?
textualinversion_ldm,n01580077,"['attribute', 'relation']",grass that small bird is standing in,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01580077_58275.jpg,is there small bird ?,is there grass ?
textualinversion_ldm,n01601694,['attribute'],body of seabird is white,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01601694_38135.jpg,is there seabird ?,is there body ?
textualinversion_ldm,n01592084,['attribute'],The birds beak has a sharp point.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01592084_96819.jpg,is there a sharp point ?,are there the birds beak ?
textualinversion_ldm,n03345487,"['attribute', 'action']",Window of truck is open,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03345487_78697.jpg,is window of truck  open?,is there truck ?
textualinversion_ldm,n01580077,"['relation', 'action']",The bird stands on the tree.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01580077_35422.jpg,is there the bird ?,is there the tree ?
textualinversion_ldm,n01537544,"['relation', 'action']",Grey bird rising into the air,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01537544_55903.jpg,is there grey bird ?,is there the air ?
textualinversion_ldm,n01580077,['relation'],A bird is on a tree branch.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01580077_26931.jpg,is there a bird ?,is there a tree branch ?
textualinversion_ldm,n01532829,['attribute'],the bird has a yellow beak,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01532829_4605.jpg,is there the bird ?,is there a yellow beak ?
textualinversion_ldm,n04461696,['relation'],The truck is on grass,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n04461696_11545.jpg,is there grass ?,is there the truck ?
textualinversion_ldm,n01580077,['attribute'],teh bird's beak is smll,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01580077_42033.jpg,is there smll ?,is there teh bird's beak ?
textualinversion_ldm,n01601694,"['relation', 'action']",the bird is biting its tail,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01601694_26667.jpg,is there its tail ?,is there the bird ?
textualinversion_ldm,n02088094,"['attribute', 'relation']",The dog is lying on two blue and white pillows.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02088094_57837.jpg,is there the dog ?,are there two blue and white pillows ?
textualinversion_ldm,n01601694,['relation'],tree leaves behind the bird,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01601694_49218.jpg,is there the bird ?,is there tree ?
textualinversion_ldm,n01537544,['attribute'],This bird has a red beak.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01537544_26168.jpg,is there this bird ?,is there a red beak ?
textualinversion_ldm,n01582220,['attribute'],the bird has tiny ears,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01582220_56070.jpg,are there tiny ears ?,is there the bird ?
textualinversion_ldm,n02088364,['relation'],the dog is on the ground,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02088364_34837.jpg,is there the ground ?,is there the dog ?
textualinversion_ldm,n03930630,"['relation', 'action']",person of motorbike trails the truck,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03930630_41216.jpg,are there motorbike trails ?,is there person ?
textualinversion_ldm,n03658185,['relation'],A knife is in the dish.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03658185_46529.jpg,is there the dish ?,is there a knife ?
textualinversion_ldm,n02090721,['attribute'],Tongue of dog is pink,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02090721_30690.jpg,is there tongue ?,is there dog ?
textualinversion_ldm,n02090622,['relation'],the dog is on the ground,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02090622_81598.jpg,is there the dog ?,is there the ground ?
textualinversion_ldm,n01534433,"['relation', 'action']",the bird is sitting on the window,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01534433_51387.jpg,is there the bird ?,is the bird  sitting on the window?
textualinversion_ldm,n01532829,"['attribute', 'relation']",Light is shining on bird.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01532829_91837.jpg,is there light ?,is there bird ?
textualinversion_ldm,n01560419,"['relation', 'action']",The bird is flying above water. ,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01560419_22935.jpg,is there the bird ?,is the bird  flying above water. ?
textualinversion_ldm,n01530575,['attribute'],The bird has a white belly.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01530575_52370.jpg,is there a white belly ?,is there the bird ?
textualinversion_ldm,n02088364,['attribute'],the dog has whiskers,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02088364_85016.jpg,is there the dog ?,are there whiskers ?
textualinversion_ldm,n03930630,['attribute'],the truck has a wiper,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03930630_13002.jpg,is there the truck ?,is there a wiper ?
textualinversion_ldm,n02089973,"['attribute', 'action']",the dog is wearing a collar,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02089973_40650.jpg,is there the dog ?,is the dog  wearing a collar?
textualinversion_ldm,n02088632,['relation'],the dog is on bean bag,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02088632_38583.jpg,is there bean bag ?,is there the dog ?
textualinversion_ldm,n03259280,['attribute'],the ovens door is white in color,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03259280_17196.jpg,are there the ovens door ?,is there color ?
textualinversion_ldm,n03345487,"['attribute', 'relation']",green grass  growing beside truck,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03345487_82222.jpg,is there truck ?,is there green grass ?
textualinversion_ldm,n03417042,['attribute'],the engine compartment on a truck.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03417042_77728.jpg,is there a truck ?,is there the engine compartment ?
textualinversion_ldm,n02481823,"['relation', 'action']",monkey rides on goat's back,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02481823_98272.jpg,is there goat's back ?,is there monkey ?
textualinversion_ldm,n01558993,['attribute'],the bird has a white belly,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01558993_72697.jpg,is there a white belly ?,is there the bird ?
textualinversion_ldm,n03930630,['attribute'],The truck has a lady painted on it,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03930630_14928.jpg,is there a lady ?,is there the truck ?
textualinversion_ldm,n01532829,"['attribute', 'relation']",the black cat is lying next to the bird,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01532829_12326.jpg,is there the bird ?,is there the black cat ?
textualinversion_ldm,n01582220,['relation'],the bird is on a pole,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01582220_25119.jpg,is there a pole ?,is there the bird ?
textualinversion_ldm,n01580077,['relation'],A bird is next to a zebra,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01580077_94644.jpg,is there a zebra ?,is there a bird ?
textualinversion_ldm,n01532829,"['relation', 'action']",the bird is sitting on the window,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01532829_9934.jpg,is there the bird ?,is there the window ?
textualinversion_ldm,n02089867,"['attribute', 'relation']",a large dog sits on a scooter,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02089867_87764.jpg,is there a scooter ?,is there a large dog ?
textualinversion_ldm,n03930630,"['relation', 'counting']",two dogs are peering over a truck cab,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03930630_28392.jpg,is there a truck cab ?,are there two dogs ?
textualinversion_ldm,n03180011,"['relation', 'action']",Man is looking at the computer,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03180011_87474.jpg,is there the computer ?,is man  looking at the computer?
textualinversion_ldm,n04461696,['relation'],the truck the cow is sitting on,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n04461696_34792.jpg,is there the truck ?,is there the cow ?
textualinversion_ldm,n02088466,"['relation', 'action']",Young man hold a cute dog,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02088466_1856.jpg,is there young man ?,is there a cute dog ?
textualinversion_ldm,n03485407,"['attribute', 'relation']",the computer is sitting on a white desk,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03485407_44693.jpg,is there a white desk ?,is there the computer ?
textualinversion_ldm,n01531178,['attribute'],bird has yellow eye,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01531178_90573.jpg,is there bird ?,is there yellow eye ?
textualinversion_ldm,n02089867,['attribute'],black fur grows on a dog,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02089867_94546.jpg,is there a dog ?,is there black fur ?
textualinversion_ldm,n01582220,['relation'],The bird is on the water.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01582220_83341.jpg,is there the bird ?,is there the water ?
textualinversion_ldm,n02088364,['attribute'],dog has black nose,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02088364_58667.jpg,is there black nose ?,is there dog ?
textualinversion_ldm,n02494079,"['relation', 'action']",the monkey is holding a banana,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02494079_72932.jpg,is there a banana ?,is the monkey  holding a banana?
textualinversion_ldm,n01560419,"['relation', 'counting']",two birds standing on branches,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01560419_20981.jpg,are there two birds ?,are there branches ?
textualinversion_ldm,n01537544,['attribute'],The birds feathers are red.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01537544_11916.jpg,are there feathers ?,are there the birds ?
textualinversion_ldm,n03796401,"['relation', 'action']",person walking near massive truck,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03796401_94224.jpg,is there person ?,is there massive truck ?
textualinversion_ldm,n01558993,['attribute'],bird has white beak,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01558993_92048.jpg,is there white beak ?,is there bird ?
textualinversion_ldm,n01532829,"['attribute', 'relation']",wood platform for bird to stand on,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01532829_35691.jpg,is there bird ?,is there wood platform ?
textualinversion_ldm,n01530575,['action'],The bird is eating food,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01530575_35617.jpg,is there the bird ?,is the bird  eating food?
textualinversion_ldm,n01580077,"['attribute', 'counting']",The bird has three toes.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01580077_11359.jpg,are there three toes ?,is there the bird ?
textualinversion_ldm,n03930630,['attribute'],back wheel of truck is big,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03930630_49407.jpg,is there back wheel ?,is there truck ?
textualinversion_ldm,n01532829,"['attribute', 'action']",A bird has spread out its wings,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01532829_67376.jpg,are there its wings ?,is there a bird ?
textualinversion_ldm,n02089867,['attribute'],this is the dogs fur,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02089867_97748.jpg,are there the dogs ?,is there fur ?
textualinversion_ldm,n01530575,['attribute'],bird has yellow legs,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01530575_94033.jpg,are there yellow legs ?,is there bird ?
textualinversion_ldm,n03417042,"['attribute', 'action']",man driving large truck,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03417042_20273.jpg,is there large truck ?,is there man ?
textualinversion_ldm,n04238763,"['attribute', 'relation']",The computer has speakers. ,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n04238763_17397.jpg,is there the computer ?,are there speakers ?
textualinversion_ldm,n01582220,"['attribute', 'relation']",a large tree branch with a bird nested on it,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01582220_67227.jpg,is there a bird ?,is there a large tree branch ?
textualinversion_ldm,n01601694,['attribute'],The birds feathers are blue.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01601694_59374.jpg,are there the birds ?,are there feathers ?
textualinversion_ldm,n01592084,['relation'],cement area where a bird stands,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01592084_31803.jpg,is there a bird ?,is there cement area ?
textualinversion_ldm,n01530575,"['attribute', 'relation']",healthy bird with wings spread,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01530575_80863.jpg,are there wings ?,is there healthy bird ?
textualinversion_ldm,n01601694,"['relation', 'counting']",two birds standing on branches,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01601694_56261.jpg,are there branches ?,are there two birds ?
textualinversion_ldm,n03345487,['relation'],Steel bed cover on pickup truck,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03345487_8937.jpg,is there pickup truck ?,is there steel bed cover ?
textualinversion_ldm,n02494079,"['attribute', 'action']",monkey feeding herself a piece if banana,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02494079_73028.jpg,is there a piece ?,is there monkey ?
textualinversion_ldm,n03796401,['attribute'],the truck has writing on the side,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03796401_79150.jpg,is there the side ?,is there the truck ?
textualinversion_ldm,n01601694,['attribute'],the bird has a blue head.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01601694_28700.jpg,is there a blue head ?,is there the bird ?
textualinversion_ldm,n02089078,['attribute'],dog has collar,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02089078_45055.jpg,is there dog ?,is there collar ?
textualinversion_ldm,n03642806,['relation'],a cats paw on a computer.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03642806_62753.jpg,is there a computer ?,are there a cats ?
textualinversion_ldm,n01531178,"['relation', 'action']",bird perched on a branch,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01531178_84220.jpg,is there a branch ?,is there bird ?
textualinversion_ldm,n01537544,"['attribute', 'relation']",beak of bird is closed,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01537544_3959.jpg,is there bird ?,is there beak ?
textualinversion_ldm,n01580077,['attribute'],the bird has long gray legs,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01580077_67101.jpg,are there long gray legs ?,is there the bird ?
textualinversion_ldm,n01534433,['attribute'],bird has brown eye,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01534433_11437.jpg,is there brown eye ?,is there bird ?
textualinversion_ldm,n03796401,['relation'],The man standing next to the truck,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03796401_39770.jpg,is there the man ?,is there the truck ?
textualinversion_ldm,n02123045,['attribute'],the cat has a pink ear,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02123045_34275.jpg,is there the cat ?,is there a pink ear ?
textualinversion_ldm,n03344393,['attribute'],The boat has windows,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03344393_24090.jpg,is there the boat ?,are there windows ?
textualinversion_ldm,n01537544,"['relation', 'action']",Blue bird's feet wrapped about branch,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01537544_46320.jpg,is there branch ?,are there blue bird's feet ?
textualinversion_ldm,n04612504,['attribute'],blue letters painted on a boat,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n04612504_66696.jpg,is there a boat ?,are there blue letters ?
textualinversion_ldm,n01580077,['attribute'],the bird has black and white feathers,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01580077_11846.jpg,are there black and white feathers ?,is there the bird ?
textualinversion_ldm,n01601694,['attribute'],the bird has a wing,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01601694_19524.jpg,is there the bird ?,is there a wing ?
textualinversion_ldm,n02088364,"['attribute', 'relation']",a large dog sits on a scooter,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02088364_47618.jpg,is there a scooter ?,is there a large dog ?
textualinversion_ldm,n02123159,['attribute'],the cat has white paws,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02123159_98130.jpg,is there the cat ?,are there white paws ?
textualinversion_ldm,n01534433,['attribute'],The bird has a pointy beak.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01534433_95884.jpg,is there a pointy beak ?,is there the bird ?
textualinversion_ldm,n02088364,"['attribute', 'relation']",a dog toy thats a rope,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02088364_61131.jpg,is there a rope ?,is there a dog toy ?
textualinversion_ldm,n01558993,['attribute'],the wings of the bird are gray,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01558993_86198.jpg,is there the bird ?,are there the wings ?
textualinversion_ldm,n01558993,['relation'],A bird is afraid of the elephant,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01558993_45501.jpg,is there the elephant ?,is there a bird ?
textualinversion_ldm,n01537544,"['attribute', 'counting']",the bird has three toes,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01537544_59232.jpg,are there three toes ?,is there the bird ?
textualinversion_ldm,n02090721,['attribute'],the dog has large brown paws,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02090721_64185.jpg,is there the dog ?,are there large brown paws ?
textualinversion_ldm,n02090721,['attribute'],the dog has a messed up eye,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02090721_80078.jpg,is there the dog ?,is there a messed up eye ?
textualinversion_ldm,n02930766,"['relation', 'action']",A man is sitting in a car.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02930766_17957.jpg,is a man  sitting in a car.?,is there a man ?
textualinversion_ldm,n03796401,['relation'],Dead tree branch hanging out of the truck.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03796401_70329.jpg,is there dead tree branch ?,is there the truck ?
textualinversion_ldm,n02489166,"['attribute', 'relation']",stuffed monkey holding a rattle ,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02489166_90899.jpg,is there stuffed monkey ?,is there a rattle ?
textualinversion_ldm,n02090721,"['attribute', 'relation']",Brown dog on leash on moped,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02090721_53931.jpg,is there brown dog ?,is there leash ?
